full_part_number,section,subsection,position_details
,High Density,Overall Dimensions,Pos1(): Fixed value
"77SDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177SDDGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDEGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDEGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDAGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDAGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDBGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDBGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDCHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"177HDCHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"177HDCHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(177): tinned shell for receptacle | Pos3(HD): High density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
